NS	GO_ID	dcnt	Depth	human_IC	mouse_IC	fly_IC	Diversity_IC	human_GeneCount	mouse_GeneCount	fly_GeneCount	Diversity_GeneCount	Name
BP	GO:0039008	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	pronephric nephron tubule morphogenesis
BP	GO:0039020	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	pronephric nephron tubule development
BP	GO:0039514	6	8	0.0	0.0	0.0	0.0	0	0	0	0.0	symbiont-mediated suppression of host JAK-STAT cascade
BP	GO:0039520	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	induction by virus of host autophagy
BP	GO:0039521	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	suppression by virus of host autophagy
BP	GO:0039526	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	perturbation by virus of host apoptosis
BP	GO:0039527	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	symbiont-mediated suppression of host TRAF-mediated signal transduction
BP	GO:0039531	43	8	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of cytoplasmic pattern recognition receptor signaling pathway
BP	GO:0039635	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	suppression by virus of host peptidoglycan biosynthetic process
BP	GO:0039640	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	viral release via suppression of host peptidoglycan biosynthetic process
BP	GO:0039693	7	8	0.0	0.0	0.0	0.0	0	0	0	0.0	viral DNA genome replication
BP	GO:0039694	4	8	0.0	0.0	0.0	0.0	0	0	0	0.0	viral RNA genome replication
BP	GO:0040001	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	establishment of mitotic spindle localization
BP	GO:0040027	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of vulval development
BP	GO:0040029	36	8	0.0	0.0	0.0	0.0	0	0	0	0.0	epigenetic regulation of gene expression
BP	GO:0042059	3	8	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of epidermal growth factor receptor signaling pathway
BP	GO:0042062	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	long-term strengthening of neuromuscular junction
BP	GO:0042075	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	nickel incorporation into nickel-iron-sulfur cluster via pentakis-L-cysteinyl L-histidino nickel tetrairon pentasulfide
BP	GO:0042077	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	protein phosphate-linked glycosylation via serine
BP	GO:0042081	3	8	0.0	0.0	0.0	0.0	0	0	0	0.0	GSI anchor metabolic process
BP	GO:0042129	29	8	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of T cell proliferation
MF	GO:0042132	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	fructose 1,6-bisphosphate 1-phosphatase activity
BP	GO:0042150	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	plasmid recombination
BP	GO:0042152	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	RNA-mediated DNA recombination
BP	GO:0042183	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	formate catabolic process
BP	GO:0042194	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	quinate biosynthetic process
BP	GO:0042213	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	m-cresol catabolic process
BP	GO:0042217	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	1-aminocyclopropane-1-carboxylate catabolic process
BP	GO:0042218	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	1-aminocyclopropane-1-carboxylate biosynthetic process
BP	GO:0042243	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	asexual spore wall assembly
BP	GO:0042256	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	cytosolic ribosome assembly
BP	GO:0042258	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	molybdenum incorporation via L-serinyl molybdopterin guanine dinucleotide
BP	GO:0042264	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	peptidyl-aspartic acid hydroxylation
BP	GO:0042269	10	8	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of natural killer cell mediated cytotoxicity
BP	GO:0042317	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	penicillin catabolic process
BP	GO:0042318	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	penicillin biosynthetic process
BP	GO:0042322	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of circadian sleep/wake cycle, REM sleep
BP	GO:0042323	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of circadian sleep/wake cycle, non-REM sleep
BP	GO:0042326	34	8	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of phosphorylation
BP	GO:0042327	41	8	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of phosphorylation
BP	GO:0042340	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	keratan sulfate catabolic process
BP	GO:0042344	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	indole glucosinolate catabolic process
BP	GO:0042350	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	GDP-L-fucose biosynthetic process
BP	GO:0042355	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	L-fucose catabolic process
BP	GO:0042367	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	biotin catabolic process
BP	GO:0042381	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	hemolymph coagulation
BP	GO:0042388	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	gibberellic acid mediated signaling pathway, G-alpha-dependent
BP	GO:0042390	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	gibberellic acid mediated signaling pathway, G-alpha-independent
BP	GO:0042400	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	ectoine catabolic process
BP	GO:0042407	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	cristae formation
BP	GO:0042416	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	dopamine biosynthetic process
BP	GO:0042420	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	dopamine catabolic process
BP	GO:0042421	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	norepinephrine biosynthetic process
BP	GO:0042422	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	norepinephrine catabolic process
BP	GO:0042437	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	indoleacetic acid catabolic process
BP	GO:0042451	19	8	0.0	0.0	0.0	0.0	0	0	0	0.0	purine nucleoside biosynthetic process
BP	GO:0042454	13	8	0.0	0.0	0.0	0.0	0	0	0	0.0	ribonucleoside catabolic process
BP	GO:0042455	18	8	0.0	0.0	0.0	0.0	0	0	0	0.0	ribonucleoside biosynthetic process
CC	GO:0042470	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	melanosome
BP	GO:0042479	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of eye photoreceptor cell development
BP	GO:0042480	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of eye photoreceptor cell development
BP	GO:0042488	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of odontogenesis of dentin-containing tooth
BP	GO:0042489	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of odontogenesis of dentin-containing tooth
BP	GO:0042492	4	8	0.0	0.0	0.0	0.0	0	0	0	0.0	gamma-delta T cell differentiation
BP	GO:0042495	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	detection of triacyl bacterial lipopeptide
BP	GO:0042496	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	detection of diacyl bacterial lipopeptide
BP	GO:0042543	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	protein N-linked glycosylation via arginine
CC	GO:0042585	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	germinal vesicle
CC	GO:0042629	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	mast cell granule
MF	GO:0042656	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	JUN kinase kinase kinase kinase activity
BP	GO:0042662	4	8	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of mesodermal cell fate specification
BP	GO:0042664	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of endodermal cell fate specification
BP	GO:0042666	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of ectodermal cell fate specification
BP	GO:0042670	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	retinal cone cell differentiation
BP	GO:0042683	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of compound eye cone cell fate specification
BP	GO:0042771	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
MF	GO:0042781	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	3'-tRNA processing endoribonuclease activity
MF	GO:0042799	3	8	0.0	0.0	0.0	0.0	0	0	0	0.0	histone H4K20 methyltransferase activity
MF	GO:0042800	3	8	0.0	0.0	0.0	0.0	0	0	0	0.0	histone H3K4 methyltransferase activity
BP	GO:0042845	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	glycol biosynthetic process
BP	GO:0042846	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	glycol catabolic process
BP	GO:0042849	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	L-sorbose biosynthetic process
BP	GO:0042850	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	L-sorbose catabolic process
BP	GO:0042866	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	pyruvate biosynthetic process
BP	GO:0042867	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	pyruvate catabolic process
BP	GO:0042868	3	8	0.0	0.0	0.0	0.0	0	0	0	0.0	antisense RNA metabolic process
BP	GO:0042869	3	8	0.0	0.0	0.0	0.0	0	0	0	0.0	aldarate transmembrane transport
BP	GO:0042873	6	8	0.0	0.0	0.0	0.0	0	0	0	0.0	aldonate transmembrane transport
BP	GO:0042885	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	microcin B17 transport
BP	GO:0042914	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	colicin transport
BP	GO:0042919	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	benzoate transport
BP	GO:0042920	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	3-hydroxyphenylpropionic acid transmembrane transport
BP	GO:0042938	5	8	0.0	0.0	0.0	0.0	0	0	0	0.0	dipeptide transport
BP	GO:0042939	7	8	0.0	0.0	0.0	0.0	0	0	0	0.0	tripeptide transport
BP	GO:0042940	5	8	0.0	0.0	0.0	0.0	0	0	0	0.0	D-amino acid transport
MF	GO:0042944	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	D-alanine transmembrane transporter activity
BP	GO:0042956	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	maltodextrin transmembrane transport
BP	GO:0042984	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of amyloid precursor protein biosynthetic process
BP	GO:0042996	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of Golgi to plasma membrane protein transport
BP	GO:0043001	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	Golgi to plasma membrane protein transport
BP	GO:0043007	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	maintenance of rDNA
BP	GO:0043077	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	initiation of acetate catabolic process
BP	GO:0043090	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	amino acid import
BP	GO:0043102	5	8	0.0	0.0	0.0	0.0	0	0	0	0.0	amino acid salvage
MF	GO:0043110	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	rDNA spacer replication fork barrier binding
BP	GO:0043123	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of canonical NF-kappaB signal transduction
BP	GO:0043124	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of canonical NF-kappaB signal transduction
BP	GO:0043134	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of hindgut contraction
BP	GO:0043137	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	DNA replication, removal of RNA primer
BP	GO:0043174	12	8	0.0	0.0	0.0	0.0	0	0	0	0.0	nucleoside salvage
BP	GO:0043179	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	rhythmic excitation
BP	GO:0043180	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	rhythmic inhibition
CC	GO:0043189	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	H4/H2A histone acetyltransferase complex
MF	GO:0043212	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	carbohydrate-exporting ABC transporter activity
MF	GO:0043214	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	ABC-type bacteriocin transporter activity
CC	GO:0043246	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	megasome
BP	GO:0043247	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	telomere maintenance in response to DNA damage
CC	GO:0043253	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	chloroplast ribosome
BP	GO:0043267	12	8	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of potassium ion transport
BP	GO:0043268	14	8	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of potassium ion transport
BP	GO:0043272	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	ethylene biosynthesis involved in jasmonic acid and ethylene-dependent systemic resistance
BP	GO:0043299	6	8	0.0	0.0	0.0	0.0	0	0	0	0.0	leukocyte degranulation
BP	GO:0043326	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	chemotaxis to folate
BP	GO:0043328	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
BP	GO:0043409	8	8	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of MAPK cascade
BP	GO:0043410	10	8	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of MAPK cascade
BP	GO:0043417	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of skeletal muscle tissue regeneration
BP	GO:0043418	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	homocysteine catabolic process
BP	GO:0043421	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	anthranilate catabolic process
BP	GO:0043481	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	anthocyanin accumulation in tissues in response to UV light
BP	GO:0043484	10	8	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of RNA splicing
BP	GO:0043504	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	mitochondrial DNA repair
BP	GO:0043516	5	8	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of DNA damage response, signal transduction by p53 class mediator
BP	GO:0043519	6	8	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of myosin II filament organization
MF	GO:0043531	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	ADP binding
BP	GO:0043535	5	8	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of blood vessel endothelial cell migration
BP	GO:0043549	77	8	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of kinase activity
BP	GO:0043571	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	maintenance of CRISPR repeat elements
BP	GO:0043612	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	isoprene biosynthetic process
BP	GO:0043613	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	isoprene catabolic process
BP	GO:0043622	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	cortical microtubule organization
BP	GO:0043633	10	8	0.0	0.0	0.0	0.0	0	0	0	0.0	polyadenylation-dependent RNA catabolic process
BP	GO:0043639	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	benzoate catabolic process
BP	GO:0043646	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	cephalosporin biosynthetic process
BP	GO:0043652	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	engulfment of apoptotic cell
CC	GO:0043659	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	symbiosome
CC	GO:0043663	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	host bacteroid-containing symbiosome
MF	GO:0043682	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	P-type divalent copper transporter activity
BP	GO:0043691	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	reverse cholesterol transport
BP	GO:0043693	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	monoterpene biosynthetic process
BP	GO:0043694	4	8	0.0	0.0	0.0	0.0	0	0	0	0.0	monoterpene catabolic process
CC	GO:0043698	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	iridosome
CC	GO:0043699	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	leucosome
CC	GO:0043700	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	pterinosome
CC	GO:0043701	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	cyanosome
MF	GO:0043737	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	deoxyribonuclease V activity
MF	GO:0043739	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	G/U mismatch-specific uracil-DNA glycosylase activity
MF	GO:0043812	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	phosphatidylinositol-4-phosphate phosphatase activity
MF	GO:0043822	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	ribonuclease M5 activity
MF	GO:0043827	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	tRNA (adenine(57)-N1)/(adenine(58)-N1)-methyltransferase activity
MF	GO:0043849	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	Ras palmitoyltransferase activity
MF	GO:0043855	5	8	0.0	0.0	0.0	0.0	0	0	0	0.0	cyclic nucleotide-activated monoatomic ion channel activity
BP	GO:0043941	5	8	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of sexual sporulation resulting in formation of a cellular spore
BP	GO:0043942	4	8	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of sexual sporulation resulting in formation of a cellular spore
BP	GO:0043950	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of cAMP-mediated signaling
BP	GO:0043951	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation of cAMP-mediated signaling
BP	GO:0043952	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	protein transport by the Sec complex
BP	GO:0043953	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	protein transport by the Tat complex
MF	GO:0044020	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	histone H4R3 methyltransferase activity
MF	GO:0044022	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	histone H3S28 kinase activity
MF	GO:0044023	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	histone H4S1 kinase activity
MF	GO:0044024	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	histone H2AS1 kinase activity
MF	GO:0044025	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	histone H2BS14 kinase activity
BP	GO:0044077	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	modulation by symbiont of host receptor-mediated endocytosis
BP	GO:0044080	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	symbiont-mediated perturbation of host cGMP-mediated signal transduction
BP	GO:0044082	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	symbiont-mediated perturbation of host small GTPase-mediated signal transduction
CC	GO:0044168	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	host cell rough endoplasmic reticulum
CC	GO:0044170	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	host cell smooth endoplasmic reticulum
CC	GO:0044184	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	host cell late endosome
CC	GO:0044194	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	cytolytic granule
BP	GO:0044315	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	protein secretion by the type VII secretion system
BP	GO:0044328	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	canonical Wnt signaling pathway involved in positive regulation of endothelial cell migration
BP	GO:0044329	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	canonical Wnt signaling pathway involved in positive regulation of cell-cell adhesion
BP	GO:0044330	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	canonical Wnt signaling pathway involved in positive regulation of wound healing
BP	GO:0044334	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition
BP	GO:0044335	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	canonical Wnt signaling pathway involved in neural crest cell differentiation
BP	GO:0044336	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	canonical Wnt signaling pathway involved in negative regulation of apoptotic process
BP	GO:0044337	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	canonical Wnt signaling pathway involved in positive regulation of apoptotic process
BP	GO:0044338	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	canonical Wnt signaling pathway involved in mesenchymal stem cell differentiation
BP	GO:0044340	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	canonical Wnt signaling pathway involved in regulation of cell proliferation
CC	GO:0044352	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	pinosome
BP	GO:0044355	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	clearance of foreign intracellular DNA
BP	GO:0044379	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	protein localization to actin cortical patch
BP	GO:0044392	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	peptidyl-lysine malonylation
BP	GO:0044414	35	8	0.0	0.0	0.0	0.0	0	0	0	0.0	symbiont-mediated suppression of host defenses
BP	GO:0044416	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	induction by symbiont of host defense response
BP	GO:0044458	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	motile cilium assembly
BP	GO:0044465	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	modulation of sensory perception of pain in another organism
BP	GO:0044475	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	envenomation resulting in negative regulation of high voltage-gated calcium channel activity in another organism
BP	GO:0044476	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	envenomation resulting in negative regulation of low voltage-gated calcium channel activity in another organism
BP	GO:0044505	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation of G protein-coupled receptor activity in another organism
BP	GO:0044526	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	formation of peptidyl-cystine persulfide by sulphur transfer from free cysteine
BP	GO:0044527	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	formation of peptidyl-cystine persulfide by sulphur transfer from H2S
BP	GO:0044541	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	zymogen activation in another organism
CC	GO:0044545	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	NSL complex
BP	GO:0044552	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	vasodilation in another organism
BP	GO:0044554	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	modulation of heart rate in another organism
BP	GO:0044576	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	pentose catabolic process to ethanol
MF	GO:0044604	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	ABC-type phytochelatin transporter activity
BP	GO:0044617	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	modulation of relaxation of smooth muscle in another organism
BP	GO:0044660	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	viral release via pore formation in host cell membrane
MF	GO:0044669	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	sodium:galactoside symporter activity
BP	GO:0044743	4	8	0.0	0.0	0.0	0.0	0	0	0	0.0	protein transmembrane import into intracellular organelle
MF	GO:0044750	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	high-affinity nickel cation transmembrane transporter activity
BP	GO:0044759	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation by symbiont of host synaptic transmission
BP	GO:0044760	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	modulation by symbiont of host cholinergic synaptic transmission
BP	GO:0044784	4	8	0.0	0.0	0.0	0.0	0	0	0	0.0	metaphase/anaphase transition of cell cycle
BP	GO:0044790	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	suppression of viral release by host
BP	GO:0044806	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	G-quadruplex DNA unwinding
BP	GO:0044809	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	chemokine (C-C motif) ligand 17 production
BP	GO:0044821	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	meiotic telomere tethering at nuclear periphery
BP	GO:0044837	4	8	0.0	0.0	0.0	0.0	0	0	0	0.0	actomyosin contractile ring organization
BP	GO:0044845	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	chain elongation of O-linked mannose residue
BP	GO:0044858	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	plasma membrane raft polarization
BP	GO:0044864	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	positive regulation by virus of host cell division
BP	GO:0044865	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation by virus of host cell division
BP	GO:0044866	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	modulation by host of viral exo-alpha-sialidase activity
BP	GO:0044871	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	negative regulation by host of viral glycoprotein metabolic process
BP	GO:0045004	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	DNA replication proofreading
BP	GO:0045006	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	DNA deamination
BP	GO:0045007	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	depurination
BP	GO:0045036	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	protein targeting to chloroplast
BP	GO:0045037	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	protein import into chloroplast stroma
BP	GO:0045046	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	protein import into peroxisome membrane
BP	GO:0045047	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	protein targeting to ER
BP	GO:0045048	5	8	0.0	0.0	0.0	0.0	0	0	0	0.0	protein insertion into ER membrane
BP	GO:0045065	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	cytotoxic T cell differentiation
BP	GO:0045066	3	8	0.0	0.0	0.0	0.0	0	0	0	0.0	regulatory T cell differentiation
BP	GO:0045091	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of single stranded viral RNA replication via double stranded DNA intermediate
BP	GO:0045110	1	8	0.0	0.0	0.0	0.0	0	0	0	0.0	intermediate filament bundle assembly
BP	GO:0045115	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of beta 2 integrin biosynthetic process
BP	GO:0045122	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	aflatoxin biosynthetic process
BP	GO:0045186	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	zonula adherens assembly
BP	GO:0045214	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	sarcomere organization
BP	GO:0045218	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	zonula adherens maintenance
BP	GO:0045219	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of FasL production
BP	GO:0045223	2	8	0.0	0.0	0.0	0.0	0	0	0	0.0	regulation of CD4 production
MF	GO:0045237	0	8	0.0	0.0	0.0	0.0	0	0	0	0.0	CXCR1 chemokine receptor binding
